country_codes,task,year
KAZ,exp4_vardiscount0,2037
KAZ,exp4_vardiscount0,2038
KAZ,exp4_vardiscount0,2039
KAZ,exp4_vardiscount0,2040
KAZ,exp4_vardiscount0,2041
KAZ,exp4_vardiscount0,2042
KAZ,exp4_vardiscount0,2043
KAZ,exp4_vardiscount0,2044
KAZ,exp4_vardiscount0,2045
KAZ,exp4_vardiscount0,2046
KAZ,exp4_vardiscount0,2047
KAZ,exp4_vardiscount0,2048
KAZ,exp4_vardiscount0,2049
KAZ,exp4_vardiscount0,2050
CHE,exp4_vardiscount0,2025
CHE,exp4_vardiscount0,2026
CHE,exp4_vardiscount0,2027
CHE,exp4_vardiscount0,2028
CHE,exp4_vardiscount0,2029
CHE,exp4_vardiscount0,2030
CHE,exp4_vardiscount0,2031
CHE,exp4_vardiscount0,2032
CHE,exp4_vardiscount0,2033
CHE,exp4_vardiscount0,2034
CHE,exp4_vardiscount0,2035
CHE,exp4_vardiscount0,2036
CHE,exp4_vardiscount0,2037
CHE,exp4_vardiscount0,2038
CHE,exp4_vardiscount0,2039
CHE,exp4_vardiscount0,2040
CHE,exp4_vardiscount0,2041
CHE,exp4_vardiscount0,2042
CHE,exp4_vardiscount0,2043
CHE,exp4_vardiscount0,2044
CHE,exp4_vardiscount0,2045
CHE,exp4_vardiscount0,2046
CHE,exp4_vardiscount0,2047
CHE,exp4_vardiscount0,2048
CHE,exp4_vardiscount0,2049
CHE,exp4_vardiscount0,2050
MLI,exp4_vardiscount0,2025
MLI,exp4_vardiscount0,2026
MLI,exp4_vardiscount0,2027
MLI,exp4_vardiscount0,2028
MLI,exp4_vardiscount0,2029
MLI,exp4_vardiscount0,2030
MLI,exp4_vardiscount0,2031
MLI,exp4_vardiscount0,2032
MLI,exp4_vardiscount0,2033
MLI,exp4_vardiscount0,2034
MLI,exp4_vardiscount0,2035
MLI,exp4_vardiscount0,2036
MLI,exp4_vardiscount0,2037
MLI,exp4_vardiscount0,2038
MLI,exp4_vardiscount0,2039
MLI,exp4_vardiscount0,2040
MLI,exp4_vardiscount0,2041
MLI,exp4_vardiscount0,2042
MLI,exp4_vardiscount0,2043
MLI,exp4_vardiscount0,2044
MLI,exp4_vardiscount0,2045
MLI,exp4_vardiscount0,2046
MLI,exp4_vardiscount0,2047
MLI,exp4_vardiscount0,2048
MLI,exp4_vardiscount0,2049
MLI,exp4_vardiscount0,2050
GHA,exp4_vardiscount0,2025
GHA,exp4_vardiscount0,2026
GHA,exp4_vardiscount0,2027
GHA,exp4_vardiscount0,2028
GHA,exp4_vardiscount0,2029
GHA,exp4_vardiscount0,2030
GHA,exp4_vardiscount0,2031
GHA,exp4_vardiscount0,2032
GHA,exp4_vardiscount0,2033
GHA,exp4_vardiscount0,2034
GHA,exp4_vardiscount0,2035
GHA,exp4_vardiscount0,2036
GHA,exp4_vardiscount0,2037
GHA,exp4_vardiscount0,2038
GHA,exp4_vardiscount0,2039
GHA,exp4_vardiscount0,2040
GHA,exp4_vardiscount0,2041
GHA,exp4_vardiscount0,2042
GHA,exp4_vardiscount0,2043
GHA,exp4_vardiscount0,2044
GHA,exp4_vardiscount0,2045
GHA,exp4_vardiscount0,2046
GHA,exp4_vardiscount0,2047
GHA,exp4_vardiscount0,2048
GHA,exp4_vardiscount0,2049
GHA,exp4_vardiscount0,2050
OMN,exp4_vardiscount0,2025
OMN,exp4_vardiscount0,2026
OMN,exp4_vardiscount0,2027
OMN,exp4_vardiscount0,2028
OMN,exp4_vardiscount0,2029
OMN,exp4_vardiscount0,2030
OMN,exp4_vardiscount0,2031
OMN,exp4_vardiscount0,2032
OMN,exp4_vardiscount0,2033
OMN,exp4_vardiscount0,2034
OMN,exp4_vardiscount0,2035
OMN,exp4_vardiscount0,2036
OMN,exp4_vardiscount0,2037
OMN,exp4_vardiscount0,2038
OMN,exp4_vardiscount0,2039
OMN,exp4_vardiscount0,2040
OMN,exp4_vardiscount0,2041
OMN,exp4_vardiscount0,2042
OMN,exp4_vardiscount0,2043
OMN,exp4_vardiscount0,2044
OMN,exp4_vardiscount0,2045
OMN,exp4_vardiscount0,2046
OMN,exp4_vardiscount0,2047
OMN,exp4_vardiscount0,2048
OMN,exp4_vardiscount0,2049
OMN,exp4_vardiscount0,2050
SWZ,exp4_vardiscount0,2025
SWZ,exp4_vardiscount0,2026
SWZ,exp4_vardiscount0,2027
SWZ,exp4_vardiscount0,2028
SWZ,exp4_vardiscount0,2029
SWZ,exp4_vardiscount0,2030
SWZ,exp4_vardiscount0,2031
SWZ,exp4_vardiscount0,2032
SWZ,exp4_vardiscount0,2033
SWZ,exp4_vardiscount0,2034
SWZ,exp4_vardiscount0,2035
SWZ,exp4_vardiscount0,2036
SWZ,exp4_vardiscount0,2037
SWZ,exp4_vardiscount0,2038
SWZ,exp4_vardiscount0,2039
SWZ,exp4_vardiscount0,2040
SWZ,exp4_vardiscount0,2041
SWZ,exp4_vardiscount0,2042
SWZ,exp4_vardiscount0,2043
SWZ,exp4_vardiscount0,2044
SWZ,exp4_vardiscount0,2045
SWZ,exp4_vardiscount0,2046
SWZ,exp4_vardiscount0,2047
SWZ,exp4_vardiscount0,2048
SWZ,exp4_vardiscount0,2049
SWZ,exp4_vardiscount0,2050
AGO,exp4_vardiscount0,2025
AGO,exp4_vardiscount0,2026
AGO,exp4_vardiscount0,2027
AGO,exp4_vardiscount0,2028
AGO,exp4_vardiscount0,2029
AGO,exp4_vardiscount0,2030
AGO,exp4_vardiscount0,2031
AGO,exp4_vardiscount0,2032
AGO,exp4_vardiscount0,2033
AGO,exp4_vardiscount0,2034
AGO,exp4_vardiscount0,2035
AGO,exp4_vardiscount0,2036
AGO,exp4_vardiscount0,2037
AGO,exp4_vardiscount0,2038
AGO,exp4_vardiscount0,2039
AGO,exp4_vardiscount0,2040
AGO,exp4_vardiscount0,2041
AGO,exp4_vardiscount0,2042
AGO,exp4_vardiscount0,2043
AGO,exp4_vardiscount0,2044
AGO,exp4_vardiscount0,2045
AGO,exp4_vardiscount0,2046
AGO,exp4_vardiscount0,2047
AGO,exp4_vardiscount0,2048
AGO,exp4_vardiscount0,2049
AGO,exp4_vardiscount0,2050
DZA,exp4_vardiscount0,2025
DZA,exp4_vardiscount0,2026
DZA,exp4_vardiscount0,2027
DZA,exp4_vardiscount0,2028
DZA,exp4_vardiscount0,2029
DZA,exp4_vardiscount0,2030
DZA,exp4_vardiscount0,2031
DZA,exp4_vardiscount0,2032
DZA,exp4_vardiscount0,2033
DZA,exp4_vardiscount0,2034
DZA,exp4_vardiscount0,2035
DZA,exp4_vardiscount0,2036
DZA,exp4_vardiscount0,2037
DZA,exp4_vardiscount0,2038
DZA,exp4_vardiscount0,2039
DZA,exp4_vardiscount0,2040
DZA,exp4_vardiscount0,2041
DZA,exp4_vardiscount0,2042
DZA,exp4_vardiscount0,2043
DZA,exp4_vardiscount0,2044
DZA,exp4_vardiscount0,2045
DZA,exp4_vardiscount0,2046
DZA,exp4_vardiscount0,2047
DZA,exp4_vardiscount0,2048
DZA,exp4_vardiscount0,2049
DZA,exp4_vardiscount0,2050
GEO,exp4_vardiscount0,2025
GEO,exp4_vardiscount0,2026
GEO,exp4_vardiscount0,2027
GEO,exp4_vardiscount0,2028
GEO,exp4_vardiscount0,2029
GEO,exp4_vardiscount0,2030
GEO,exp4_vardiscount0,2031
GEO,exp4_vardiscount0,2032
GEO,exp4_vardiscount0,2033
GEO,exp4_vardiscount0,2034
GEO,exp4_vardiscount0,2035
GEO,exp4_vardiscount0,2036
GEO,exp4_vardiscount0,2037
GEO,exp4_vardiscount0,2038
GEO,exp4_vardiscount0,2039
GEO,exp4_vardiscount0,2040
GEO,exp4_vardiscount0,2041
GEO,exp4_vardiscount0,2042
GEO,exp4_vardiscount0,2043
GEO,exp4_vardiscount0,2044
GEO,exp4_vardiscount0,2045
GEO,exp4_vardiscount0,2046
GEO,exp4_vardiscount0,2047
GEO,exp4_vardiscount0,2048
GEO,exp4_vardiscount0,2049
GEO,exp4_vardiscount0,2050
ETH,exp4_vardiscount0,2025
ETH,exp4_vardiscount0,2026
ETH,exp4_vardiscount0,2027
ETH,exp4_vardiscount0,2028
ETH,exp4_vardiscount0,2029
ETH,exp4_vardiscount0,2030
ETH,exp4_vardiscount0,2031
ETH,exp4_vardiscount0,2032
ETH,exp4_vardiscount0,2033
ETH,exp4_vardiscount0,2034
ETH,exp4_vardiscount0,2035
ETH,exp4_vardiscount0,2036
ETH,exp4_vardiscount0,2037
ETH,exp4_vardiscount0,2038
ETH,exp4_vardiscount0,2039
ETH,exp4_vardiscount0,2040
ETH,exp4_vardiscount0,2041
ETH,exp4_vardiscount0,2042
ETH,exp4_vardiscount0,2043
ETH,exp4_vardiscount0,2044
ETH,exp4_vardiscount0,2045
ETH,exp4_vardiscount0,2046
ETH,exp4_vardiscount0,2047
ETH,exp4_vardiscount0,2048
ETH,exp4_vardiscount0,2049
ETH,exp4_vardiscount0,2050
SUR,exp4_vardiscount0,2025
SUR,exp4_vardiscount0,2026
SUR,exp4_vardiscount0,2027
SUR,exp4_vardiscount0,2028
SUR,exp4_vardiscount0,2029
SUR,exp4_vardiscount0,2030
SUR,exp4_vardiscount0,2031
SUR,exp4_vardiscount0,2032
SUR,exp4_vardiscount0,2033
SUR,exp4_vardiscount0,2034
SUR,exp4_vardiscount0,2035
SUR,exp4_vardiscount0,2036
SUR,exp4_vardiscount0,2037
SUR,exp4_vardiscount0,2038
SUR,exp4_vardiscount0,2039
SUR,exp4_vardiscount0,2040
SUR,exp4_vardiscount0,2041
SUR,exp4_vardiscount0,2042
SUR,exp4_vardiscount0,2043
SUR,exp4_vardiscount0,2044
SUR,exp4_vardiscount0,2045
SUR,exp4_vardiscount0,2046
SUR,exp4_vardiscount0,2047
SUR,exp4_vardiscount0,2048
SUR,exp4_vardiscount0,2049
SUR,exp4_vardiscount0,2050
LSO,exp4_vardiscount0,2025
LSO,exp4_vardiscount0,2026
LSO,exp4_vardiscount0,2027
LSO,exp4_vardiscount0,2028
LSO,exp4_vardiscount0,2029
LSO,exp4_vardiscount0,2030
LSO,exp4_vardiscount0,2031
LSO,exp4_vardiscount0,2032
LSO,exp4_vardiscount0,2033
LSO,exp4_vardiscount0,2034
LSO,exp4_vardiscount0,2035
LSO,exp4_vardiscount0,2036
LSO,exp4_vardiscount0,2037
LSO,exp4_vardiscount0,2038
LSO,exp4_vardiscount0,2039
LSO,exp4_vardiscount0,2040
LSO,exp4_vardiscount0,2041
LSO,exp4_vardiscount0,2042
LSO,exp4_vardiscount0,2043
LSO,exp4_vardiscount0,2044
LSO,exp4_vardiscount0,2045
LSO,exp4_vardiscount0,2046
LSO,exp4_vardiscount0,2047
LSO,exp4_vardiscount0,2048
LSO,exp4_vardiscount0,2049
LSO,exp4_vardiscount0,2050
AUS,exp4_vardiscount0,2025
AUS,exp4_vardiscount0,2026
AUS,exp4_vardiscount0,2027
AUS,exp4_vardiscount0,2028
AUS,exp4_vardiscount0,2029
AUS,exp4_vardiscount0,2030
AUS,exp4_vardiscount0,2031
AUS,exp4_vardiscount0,2032
AUS,exp4_vardiscount0,2033
AUS,exp4_vardiscount0,2034
AUS,exp4_vardiscount0,2035
AUS,exp4_vardiscount0,2036
AUS,exp4_vardiscount0,2037
AUS,exp4_vardiscount0,2038
AUS,exp4_vardiscount0,2039
AUS,exp4_vardiscount0,2040
AUS,exp4_vardiscount0,2041
AUS,exp4_vardiscount0,2042
AUS,exp4_vardiscount0,2043
AUS,exp4_vardiscount0,2044
AUS,exp4_vardiscount0,2045
AUS,exp4_vardiscount0,2046
AUS,exp4_vardiscount0,2047
AUS,exp4_vardiscount0,2048
AUS,exp4_vardiscount0,2049
AUS,exp4_vardiscount0,2050
CHN,exp4_vardiscount0,2025
CHN,exp4_vardiscount0,2026
CHN,exp4_vardiscount0,2027
CHN,exp4_vardiscount0,2028
CHN,exp4_vardiscount0,2029
CHN,exp4_vardiscount0,2030
CHN,exp4_vardiscount0,2031
CHN,exp4_vardiscount0,2032
CHN,exp4_vardiscount0,2033
CHN,exp4_vardiscount0,2034
CHN,exp4_vardiscount0,2035
CHN,exp4_vardiscount0,2036
CHN,exp4_vardiscount0,2037
CHN,exp4_vardiscount0,2038
CHN,exp4_vardiscount0,2039
CHN,exp4_vardiscount0,2040
CHN,exp4_vardiscount0,2041
CHN,exp4_vardiscount0,2042
CHN,exp4_vardiscount0,2043
CHN,exp4_vardiscount0,2044
CHN,exp4_vardiscount0,2045
CHN,exp4_vardiscount0,2046
CHN,exp4_vardiscount0,2047
CHN,exp4_vardiscount0,2048
CHN,exp4_vardiscount0,2049
CHN,exp4_vardiscount0,2050
FJI,exp4_vardiscount0,2025
FJI,exp4_vardiscount0,2026
FJI,exp4_vardiscount0,2027
FJI,exp4_vardiscount0,2028
FJI,exp4_vardiscount0,2029
FJI,exp4_vardiscount0,2030
FJI,exp4_vardiscount0,2031
FJI,exp4_vardiscount0,2032
FJI,exp4_vardiscount0,2033
FJI,exp4_vardiscount0,2034
FJI,exp4_vardiscount0,2035
FJI,exp4_vardiscount0,2036
FJI,exp4_vardiscount0,2037
FJI,exp4_vardiscount0,2038
FJI,exp4_vardiscount0,2039
FJI,exp4_vardiscount0,2040
FJI,exp4_vardiscount0,2041
FJI,exp4_vardiscount0,2042
FJI,exp4_vardiscount0,2043
FJI,exp4_vardiscount0,2044
FJI,exp4_vardiscount0,2045
FJI,exp4_vardiscount0,2046
FJI,exp4_vardiscount0,2047
FJI,exp4_vardiscount0,2048
FJI,exp4_vardiscount0,2049
FJI,exp4_vardiscount0,2050
IND,exp4_vardiscount0,2025
IND,exp4_vardiscount0,2026
IND,exp4_vardiscount0,2027
IND,exp4_vardiscount0,2028
IND,exp4_vardiscount0,2029
IND,exp4_vardiscount0,2030
IND,exp4_vardiscount0,2031
IND,exp4_vardiscount0,2032
IND,exp4_vardiscount0,2033
IND,exp4_vardiscount0,2034
IND,exp4_vardiscount0,2035
IND,exp4_vardiscount0,2036
IND,exp4_vardiscount0,2037
IND,exp4_vardiscount0,2038
IND,exp4_vardiscount0,2039
IND,exp4_vardiscount0,2040
IND,exp4_vardiscount0,2041
IND,exp4_vardiscount0,2042
IND,exp4_vardiscount0,2043
IND,exp4_vardiscount0,2044
IND,exp4_vardiscount0,2045
IND,exp4_vardiscount0,2046
IND,exp4_vardiscount0,2047
IND,exp4_vardiscount0,2048
IND,exp4_vardiscount0,2049
IND,exp4_vardiscount0,2050
MKD,exp4_vardiscount0,2025
MKD,exp4_vardiscount0,2026
MKD,exp4_vardiscount0,2027
MKD,exp4_vardiscount0,2028
MKD,exp4_vardiscount0,2029
MKD,exp4_vardiscount0,2030
MKD,exp4_vardiscount0,2031
MKD,exp4_vardiscount0,2032
MKD,exp4_vardiscount0,2033
MKD,exp4_vardiscount0,2034
MKD,exp4_vardiscount0,2035
MKD,exp4_vardiscount0,2036
MKD,exp4_vardiscount0,2037
MKD,exp4_vardiscount0,2038
MKD,exp4_vardiscount0,2039
MKD,exp4_vardiscount0,2040
MKD,exp4_vardiscount0,2041
MKD,exp4_vardiscount0,2042
MKD,exp4_vardiscount0,2043
MKD,exp4_vardiscount0,2044
MKD,exp4_vardiscount0,2045
MKD,exp4_vardiscount0,2046
MKD,exp4_vardiscount0,2047
MKD,exp4_vardiscount0,2048
MKD,exp4_vardiscount0,2049
MKD,exp4_vardiscount0,2050
LAO,exp4_vardiscount0,2025
LAO,exp4_vardiscount0,2026
LAO,exp4_vardiscount0,2027
LAO,exp4_vardiscount0,2028
LAO,exp4_vardiscount0,2029
LAO,exp4_vardiscount0,2030
LAO,exp4_vardiscount0,2031
LAO,exp4_vardiscount0,2032
LAO,exp4_vardiscount0,2033
LAO,exp4_vardiscount0,2034
LAO,exp4_vardiscount0,2035
LAO,exp4_vardiscount0,2036
LAO,exp4_vardiscount0,2037
LAO,exp4_vardiscount0,2038
LAO,exp4_vardiscount0,2039
LAO,exp4_vardiscount0,2040
LAO,exp4_vardiscount0,2041
LAO,exp4_vardiscount0,2042
LAO,exp4_vardiscount0,2043
LAO,exp4_vardiscount0,2044
LAO,exp4_vardiscount0,2045
LAO,exp4_vardiscount0,2046
LAO,exp4_vardiscount0,2047
LAO,exp4_vardiscount0,2048
LAO,exp4_vardiscount0,2049
LAO,exp4_vardiscount0,2050
NLD,exp4_vardiscount0,2025
NLD,exp4_vardiscount0,2026
NLD,exp4_vardiscount0,2027
NLD,exp4_vardiscount0,2028
NLD,exp4_vardiscount0,2029
NLD,exp4_vardiscount0,2030
NLD,exp4_vardiscount0,2031
NLD,exp4_vardiscount0,2032
NLD,exp4_vardiscount0,2033
NLD,exp4_vardiscount0,2034
NLD,exp4_vardiscount0,2035
NLD,exp4_vardiscount0,2036
NLD,exp4_vardiscount0,2037
NLD,exp4_vardiscount0,2038
NLD,exp4_vardiscount0,2039
NLD,exp4_vardiscount0,2040
NLD,exp4_vardiscount0,2041
NLD,exp4_vardiscount0,2042
NLD,exp4_vardiscount0,2043
NLD,exp4_vardiscount0,2044
NLD,exp4_vardiscount0,2045
NLD,exp4_vardiscount0,2046
NLD,exp4_vardiscount0,2047
NLD,exp4_vardiscount0,2048
NLD,exp4_vardiscount0,2049
NLD,exp4_vardiscount0,2050
MYS,exp4_vardiscount0,2025
MYS,exp4_vardiscount0,2026
MYS,exp4_vardiscount0,2027
MYS,exp4_vardiscount0,2028
MYS,exp4_vardiscount0,2029
MYS,exp4_vardiscount0,2030
MYS,exp4_vardiscount0,2031
MYS,exp4_vardiscount0,2032
MYS,exp4_vardiscount0,2033
MYS,exp4_vardiscount0,2034
MYS,exp4_vardiscount0,2035
MYS,exp4_vardiscount0,2036
MYS,exp4_vardiscount0,2037
MYS,exp4_vardiscount0,2038
MYS,exp4_vardiscount0,2039
MYS,exp4_vardiscount0,2040
MYS,exp4_vardiscount0,2041
MYS,exp4_vardiscount0,2042
MYS,exp4_vardiscount0,2043
MYS,exp4_vardiscount0,2044
MYS,exp4_vardiscount0,2045
MYS,exp4_vardiscount0,2046
MYS,exp4_vardiscount0,2047
MYS,exp4_vardiscount0,2048
MYS,exp4_vardiscount0,2049
MYS,exp4_vardiscount0,2050
DNK,exp4_vardiscount0,2025
DNK,exp4_vardiscount0,2026
DNK,exp4_vardiscount0,2027
DNK,exp4_vardiscount0,2028
DNK,exp4_vardiscount0,2029
DNK,exp4_vardiscount0,2030
DNK,exp4_vardiscount0,2031
DNK,exp4_vardiscount0,2032
DNK,exp4_vardiscount0,2033
DNK,exp4_vardiscount0,2034
DNK,exp4_vardiscount0,2035
DNK,exp4_vardiscount0,2036
DNK,exp4_vardiscount0,2037
DNK,exp4_vardiscount0,2038
DNK,exp4_vardiscount0,2039
DNK,exp4_vardiscount0,2040
DNK,exp4_vardiscount0,2041
DNK,exp4_vardiscount0,2042
DNK,exp4_vardiscount0,2043
DNK,exp4_vardiscount0,2044
DNK,exp4_vardiscount0,2045
DNK,exp4_vardiscount0,2046
DNK,exp4_vardiscount0,2047
DNK,exp4_vardiscount0,2048
DNK,exp4_vardiscount0,2049
DNK,exp4_vardiscount0,2050
EST,exp4_vardiscount0,2025
EST,exp4_vardiscount0,2026
EST,exp4_vardiscount0,2027
EST,exp4_vardiscount0,2028
EST,exp4_vardiscount0,2029
EST,exp4_vardiscount0,2030
EST,exp4_vardiscount0,2031
EST,exp4_vardiscount0,2032
EST,exp4_vardiscount0,2033
EST,exp4_vardiscount0,2034
EST,exp4_vardiscount0,2035
EST,exp4_vardiscount0,2036
EST,exp4_vardiscount0,2037
EST,exp4_vardiscount0,2038
EST,exp4_vardiscount0,2039
EST,exp4_vardiscount0,2040
EST,exp4_vardiscount0,2041
EST,exp4_vardiscount0,2042
EST,exp4_vardiscount0,2043
EST,exp4_vardiscount0,2044
EST,exp4_vardiscount0,2045
EST,exp4_vardiscount0,2046
EST,exp4_vardiscount0,2047
EST,exp4_vardiscount0,2048
EST,exp4_vardiscount0,2049
EST,exp4_vardiscount0,2050
LVA,exp4_vardiscount0,2025
LVA,exp4_vardiscount0,2026
LVA,exp4_vardiscount0,2027
LVA,exp4_vardiscount0,2028
LVA,exp4_vardiscount0,2029
LVA,exp4_vardiscount0,2030
LVA,exp4_vardiscount0,2031
LVA,exp4_vardiscount0,2032
LVA,exp4_vardiscount0,2033
LVA,exp4_vardiscount0,2034
LVA,exp4_vardiscount0,2035
LVA,exp4_vardiscount0,2036
LVA,exp4_vardiscount0,2037
LVA,exp4_vardiscount0,2038
LVA,exp4_vardiscount0,2039
LVA,exp4_vardiscount0,2040
LVA,exp4_vardiscount0,2041
LVA,exp4_vardiscount0,2042
LVA,exp4_vardiscount0,2043
LVA,exp4_vardiscount0,2044
LVA,exp4_vardiscount0,2045
LVA,exp4_vardiscount0,2046
LVA,exp4_vardiscount0,2047
LVA,exp4_vardiscount0,2048
LVA,exp4_vardiscount0,2049
LVA,exp4_vardiscount0,2050
JAM,exp4_vardiscount0,2025
JAM,exp4_vardiscount0,2026
JAM,exp4_vardiscount0,2027
JAM,exp4_vardiscount0,2028
JAM,exp4_vardiscount0,2029
JAM,exp4_vardiscount0,2030
JAM,exp4_vardiscount0,2031
JAM,exp4_vardiscount0,2032
JAM,exp4_vardiscount0,2033
JAM,exp4_vardiscount0,2034
JAM,exp4_vardiscount0,2035
JAM,exp4_vardiscount0,2036
JAM,exp4_vardiscount0,2037
JAM,exp4_vardiscount0,2038
JAM,exp4_vardiscount0,2039
JAM,exp4_vardiscount0,2040
JAM,exp4_vardiscount0,2041
JAM,exp4_vardiscount0,2042
JAM,exp4_vardiscount0,2043
JAM,exp4_vardiscount0,2044
JAM,exp4_vardiscount0,2045
JAM,exp4_vardiscount0,2046
JAM,exp4_vardiscount0,2047
JAM,exp4_vardiscount0,2048
JAM,exp4_vardiscount0,2049
JAM,exp4_vardiscount0,2050
SAU,exp4_vardiscount0,2025
SAU,exp4_vardiscount0,2026
SAU,exp4_vardiscount0,2027
SAU,exp4_vardiscount0,2028
SAU,exp4_vardiscount0,2029
SAU,exp4_vardiscount0,2030
SAU,exp4_vardiscount0,2031
SAU,exp4_vardiscount0,2032
SAU,exp4_vardiscount0,2033
SAU,exp4_vardiscount0,2034
SAU,exp4_vardiscount0,2035
SAU,exp4_vardiscount0,2036
SAU,exp4_vardiscount0,2037
SAU,exp4_vardiscount0,2038
SAU,exp4_vardiscount0,2039
SAU,exp4_vardiscount0,2040
SAU,exp4_vardiscount0,2041
SAU,exp4_vardiscount0,2042
SAU,exp4_vardiscount0,2043
SAU,exp4_vardiscount0,2044
SAU,exp4_vardiscount0,2045
SAU,exp4_vardiscount0,2046
SAU,exp4_vardiscount0,2047
SAU,exp4_vardiscount0,2048
SAU,exp4_vardiscount0,2049
SAU,exp4_vardiscount0,2050
IRL,exp4_vardiscount0,2025
IRL,exp4_vardiscount0,2026
IRL,exp4_vardiscount0,2027
IRL,exp4_vardiscount0,2028
IRL,exp4_vardiscount0,2029
IRL,exp4_vardiscount0,2030
IRL,exp4_vardiscount0,2031
IRL,exp4_vardiscount0,2032
IRL,exp4_vardiscount0,2033
IRL,exp4_vardiscount0,2034
IRL,exp4_vardiscount0,2035
IRL,exp4_vardiscount0,2036
IRL,exp4_vardiscount0,2037
IRL,exp4_vardiscount0,2038
IRL,exp4_vardiscount0,2039
IRL,exp4_vardiscount0,2040
IRL,exp4_vardiscount0,2041
IRL,exp4_vardiscount0,2042
IRL,exp4_vardiscount0,2043
IRL,exp4_vardiscount0,2044
IRL,exp4_vardiscount0,2045
IRL,exp4_vardiscount0,2046
IRL,exp4_vardiscount0,2047
IRL,exp4_vardiscount0,2048
IRL,exp4_vardiscount0,2049
IRL,exp4_vardiscount0,2050
BHS,exp4_vardiscount0,2025
BHS,exp4_vardiscount0,2026
BHS,exp4_vardiscount0,2027
BHS,exp4_vardiscount0,2028
BHS,exp4_vardiscount0,2029
BHS,exp4_vardiscount0,2030
BHS,exp4_vardiscount0,2031
BHS,exp4_vardiscount0,2032
BHS,exp4_vardiscount0,2033
BHS,exp4_vardiscount0,2034
BHS,exp4_vardiscount0,2035
BHS,exp4_vardiscount0,2036
BHS,exp4_vardiscount0,2037
BHS,exp4_vardiscount0,2038
BHS,exp4_vardiscount0,2039
BHS,exp4_vardiscount0,2040
BHS,exp4_vardiscount0,2041
BHS,exp4_vardiscount0,2042
BHS,exp4_vardiscount0,2043
BHS,exp4_vardiscount0,2044
BHS,exp4_vardiscount0,2045
BHS,exp4_vardiscount0,2046
BHS,exp4_vardiscount0,2047
BHS,exp4_vardiscount0,2048
BHS,exp4_vardiscount0,2049
BHS,exp4_vardiscount0,2050
KWT,exp4_vardiscount0,2025
KWT,exp4_vardiscount0,2026
KWT,exp4_vardiscount0,2027
KWT,exp4_vardiscount0,2028
KWT,exp4_vardiscount0,2029
KWT,exp4_vardiscount0,2030
KWT,exp4_vardiscount0,2031
KWT,exp4_vardiscount0,2032
KWT,exp4_vardiscount0,2033
KWT,exp4_vardiscount0,2034
KWT,exp4_vardiscount0,2035
KWT,exp4_vardiscount0,2036
KWT,exp4_vardiscount0,2037
KWT,exp4_vardiscount0,2038
KWT,exp4_vardiscount0,2039
KWT,exp4_vardiscount0,2040
KWT,exp4_vardiscount0,2041
KWT,exp4_vardiscount0,2042
KWT,exp4_vardiscount0,2043
KWT,exp4_vardiscount0,2044
KWT,exp4_vardiscount0,2045
KWT,exp4_vardiscount0,2046
KWT,exp4_vardiscount0,2047
KWT,exp4_vardiscount0,2048
KWT,exp4_vardiscount0,2049
KWT,exp4_vardiscount0,2050
DEU,exp4_vardiscount0,2025
DEU,exp4_vardiscount0,2026
DEU,exp4_vardiscount0,2027
DEU,exp4_vardiscount0,2028
DEU,exp4_vardiscount0,2029
DEU,exp4_vardiscount0,2030
DEU,exp4_vardiscount0,2031
DEU,exp4_vardiscount0,2032
DEU,exp4_vardiscount0,2033
DEU,exp4_vardiscount0,2034
DEU,exp4_vardiscount0,2035
DEU,exp4_vardiscount0,2036
DEU,exp4_vardiscount0,2037
DEU,exp4_vardiscount0,2038
DEU,exp4_vardiscount0,2039
DEU,exp4_vardiscount0,2040
DEU,exp4_vardiscount0,2041
DEU,exp4_vardiscount0,2042
DEU,exp4_vardiscount0,2043
DEU,exp4_vardiscount0,2044
DEU,exp4_vardiscount0,2045
DEU,exp4_vardiscount0,2046
DEU,exp4_vardiscount0,2047
DEU,exp4_vardiscount0,2048
DEU,exp4_vardiscount0,2049
DEU,exp4_vardiscount0,2050
JPN,exp4_vardiscount0,2025
JPN,exp4_vardiscount0,2026
JPN,exp4_vardiscount0,2027
JPN,exp4_vardiscount0,2028
JPN,exp4_vardiscount0,2029
JPN,exp4_vardiscount0,2030
JPN,exp4_vardiscount0,2031
JPN,exp4_vardiscount0,2032
JPN,exp4_vardiscount0,2033
JPN,exp4_vardiscount0,2034
JPN,exp4_vardiscount0,2035
JPN,exp4_vardiscount0,2036
JPN,exp4_vardiscount0,2037
JPN,exp4_vardiscount0,2038
JPN,exp4_vardiscount0,2039
JPN,exp4_vardiscount0,2040
JPN,exp4_vardiscount0,2041
JPN,exp4_vardiscount0,2042
JPN,exp4_vardiscount0,2043
JPN,exp4_vardiscount0,2044
JPN,exp4_vardiscount0,2045
JPN,exp4_vardiscount0,2046
JPN,exp4_vardiscount0,2047
JPN,exp4_vardiscount0,2048
JPN,exp4_vardiscount0,2049
JPN,exp4_vardiscount0,2050
TZA,exp4_vardiscount0,2025
TZA,exp4_vardiscount0,2026
TZA,exp4_vardiscount0,2027
TZA,exp4_vardiscount0,2028
TZA,exp4_vardiscount0,2029
TZA,exp4_vardiscount0,2030
TZA,exp4_vardiscount0,2031
TZA,exp4_vardiscount0,2032
TZA,exp4_vardiscount0,2033
